Date,Max_Temperature_F,Mean_Temperature_F,Min_TemperatureF,Max_Dew_Point_F,MeanDew_Point_F,Min_Dewpoint_F,Max_Humidity,Mean_Humidity ,Min_Humidity ,Max_Sea_Level_Pressure_In ,Mean_Sea_Level_Pressure_In ,Min_Sea_Level_Pressure_In ,Max_Visibility_Miles ,Mean_Visibility_Miles ,Min_Visibility_Miles ,Max_Wind_Speed_MPH ,Mean_Wind_Speed_MPH ,Max_Gust_Speed_MPH,Precipitation_In ,Cloud_Cover ,Events,Wind_Dir_Degrees,landmark
11/29/2013,62.0,54.0,46000.0,51,45,38,77,70,63,30.22,30.15,30.09,10,10,9,24,3,28.0,0,0,Fog,316,San Francisco
11/30/2013,,,,51,47,41,93,79,65,30.28,30.25,30.19,10,6,0,15,4,20.0,0,3,Fog,303,San Francisco
12/1/2013,,,,50,46,41,86,66,46,30.35,30.27,30.22,10,10,9,14,4,16.0,0,1,,308,San Francisco
12/2/2013,,,,54,49,44,96,80,64,30.22,30.1,29.99,10,8,0,33,14,38.0,0,5,Fog-Rain,277,San Francisco
12/3/2013,56.0,51.0,46.0,54,38,25,93,69,45,29.98,29.92,29.87,10,10,4,24,14,31.0,0,4,,285,San Francisco
12/4/2013,52.0,46.0,39.0,31,26,21,62,46,30,30.09,30.04,29.96,10,10,10,14,5,16.0,0,0,,309,San Francisco
12/5/2013,51.0,43.0,35.0,31,24,18,64,45,26,30.18,30.14,30.09,10,10,10,12,4,14.0,0,0,,196,San Francisco
12/6/2013,53.0,45.0,37.0,48,37,31,80,65,50,30.19,30.1,29.94,10,10,6,30,9,43.0,0.29,6,Rain,180,San Francisco
12/7/2013,52.0,45.0,38.0,48,32,24,89,63,36,30.25,30.09,29.94,10,10,3,29,13,36.0,0.06,3,Rain,293,San Francisco
12/8/2013,47.0,42.0,36.0,31,24,17,70,53,36,30.33,30.28,30.24,10,10,10,22,10,24.0,0,2,,64,San Francisco
12/9/2013,52.0,44.0,36.0,31,23,18,70,49,28,30.43,30.37,30.32,10,10,10,20,8,23.0,0,0,,113,San Francisco
12/10/2013,52.0,43.0,34.0,35,30,27,70,56,42,30.4,30.3,30.22,10,10,10,10,3,13.0,0,2,,138,San Francisco
12/11/2013,57.0,48.0,38.0,36,32,27,85,60,35,30.25,30.21,30.18,10,10,10,14,3,16.0,0,1,,130,San Francisco
12/12/2013,54.0,46.0,38.0,44,35,29,86,67,48,30.27,30.23,30.18,10,10,7,16,4,20.0,0,1,,278,San Francisco
12/13/2013,53.0,47.0,40.0,45,41,38,89,76,63,30.34,30.28,30.25,10,9,7,12,4,14.0,0,2,,353,San Francisco
12/14/2013,61.0,50.0,39.0,42,37,33,85,61,36,30.4,30.35,30.32,10,10,8,9,2,10.0,0,1,,263,San Francisco
12/15/2013,60.0,50.0,40.0,44,38,34,76,60,43,30.36,30.3,30.24,10,9,7,10,2,12.0,0,3,,102,San Francisco
12/16/2013,65.0,54.0,43.0,44,37,33,77,54,31,30.23,30.18,30.13,10,10,10,10,2,13.0,0,5,,113,San Francisco
12/17/2013,59.0,53.0,46.0,46,41,36,77,60,43,30.18,30.11,30.04,9,6,5,7,3,8.0,0,6,,96,San Francisco
12/18/2013,57.0,51.0,44.0,46,43,38,77,72,66,30.03,29.91,29.8,10,9,6,35,12,40.0,0,6,,274,San Francisco
12/19/2013,59.0,53.0,47.0,43,36,23,77,52,27,29.94,29.83,29.74,10,10,10,36,12,43.0,0,2,,306,San Francisco
12/20/2013,60.0,50.0,40.0,43,32,21,71,50,29,30.02,29.98,29.94,10,10,10,15,5,18.0,0,1,,257,San Francisco
12/21/2013,60.0,54.0,47.0,47,45,43,86,74,62,30.09,30.03,29.98,10,10,10,17,7,21.0,0,1,,288,San Francisco
12/22/2013,65.0,54.0,43.0,47,42,37,89,64,39,30.29,30.21,30.1,10,10,10,9,1,10.0,0,1,,337,San Francisco
12/23/2013,60.0,52.0,44.0,45,40,37,80,64,47,30.4,30.35,30.3,10,9,7,8,1,9.0,0,1,,32,San Francisco
12/24/2013,59.0,52.0,45.0,47,41,38,76,64,51,30.34,30.27,30.21,10,9,7,8,2,24.0,0,2,,308,San Francisco
12/25/2013,63.0,53.0,42.0,44,40,36,76,60,43,30.29,30.25,30.2,10,10,9,6,1,8.0,0,0,,218,San Francisco
12/26/2013,62.0,53.0,43.0,46,41,38,83,63,43,30.26,30.22,30.17,10,9,7,7,1,8.0,0,0,,24,San Francisco
12/27/2013,57.0,50.0,43.0,45,41,37,76,64,51,30.24,30.19,30.13,10,10,8,8,2,9.0,0,4,,60,San Francisco
12/28/2013,63.0,52.0,40.0,45,38,29,85,59,32,30.16,30.1,30.04,10,10,9,10,2,13.0,0,0,,262,San Francisco
12/29/2013,68.0,55.0,42.0,37,29,16,71,43,14,30.18,30.13,30.1,10,10,10,13,3,26.0,0,0,,129,San Francisco
12/30/2013,59.0,51.0,42.0,46,40,33,86,65,43,30.26,30.22,30.18,10,10,9,13,3,15.0,0,3,,312,San Francisco
12/31/2013,59.0,50.0,41.0,45,40,35,93,73,53,30.28,30.22,30.17,10,7,0,13,3,15.0,0,3,Fog,278,San Francisco
1/1/2014,56.0,49.0,41.0,45,40,36,83,69,55,30.22,30.17,30.13,10,9,7,9,1,10.0,0,3,,290,San Francisco
1/2/2014,62.0,53.0,43.0,45,39,34,80,58,36,30.18,30.11,30.06,10,10,10,6,1,6.0,0,3,,146,San Francisco
1/3/2014,64.0,54.0,44.0,46,41,34,80,59,37,30.08,30.02,29.96,10,10,9,14,4,16.0,0,3,,297,San Francisco
1/4/2014,66.0,55.0,43.0,46,42,33,93,65,36,30.09,30.02,29.99,10,6,0,15,2,18.0,0,2,Fog,266,San Francisco
1/5/2014,66.0,55.0,44.0,38,32,27,65,45,24,30.21,30.16,30.09,10,10,10,14,5,15.0,0,0,,125,San Francisco
1/6/2014,60.0,52.0,44.0,45,40,32,71,61,51,30.28,30.21,30.17,10,10,7,9,2,10.0,0,5,,75,San Francisco
1/7/2014,61.0,54.0,46.0,52,45,39,86,70,53,30.22,30.18,30.14,10,9,7,15,4,17.0,0,5,Rain,304,San Francisco
1/8/2014,59.0,56.0,52.0,51,48,46,86,79,72,30.24,30.2,30.16,10,9,3,20,9,24.0,0.01,7,,281,San Francisco
1/9/2014,60.0,56.0,52.0,50,47,43,89,73,57,30.27,30.23,30.2,10,10,5,25,12,31.0,0,5,,287,San Francisco
1/10/2014,60.0,54.0,48.0,48,46,43,89,75,60,30.31,30.25,30.19,10,9,6,15,6,17.0,0,4,,310,San Francisco
1/11/2014,58.0,52.0,46.0,51,46,42,93,83,72,30.3,30.23,30.16,10,10,6,18,6,22.0,0,4,,281,San Francisco
1/12/2014,60.0,53.0,46.0,47,42,36,93,70,47,30.4,30.33,30.27,10,10,7,17,7,20.0,0,2,,313,San Francisco
1/13/2014,67.0,55.0,42.0,44,37,32,71,50,28,30.47,30.4,30.35,10,10,10,18,3,22.0,0,1,,88,San Francisco
1/14/2014,72.0,58.0,44.0,42,37,26,71,45,19,30.45,30.38,30.32,10,10,10,12,2,15.0,0,0,,134,San Francisco
1/15/2014,73.0,61.0,48.0,40,34,25,71,44,17,30.35,30.27,30.2,10,10,10,10,3,13.0,0,0,,131,San Francisco
1/16/2014,73.0,60.0,46.0,44,35,27,71,45,19,30.24,30.18,30.13,10,10,10,8,2,10.0,0,0,,125,San Francisco
1/17/2014,67.0,56.0,45.0,45,39,35,71,53,34,30.2,30.15,30.11,10,9,5,5,1,7.0,0,0,,128,San Francisco
